id,mode,tier,group,experiment,setup,dataset,model,loss,group_n,coset_subgroup,task,optimizer,p,hidden_width,n_layers,activation,init_scale,batch_size,n_train,n_test,alpha,seed,num_clients,local_epochs,num_rounds,fraction_train,partition,dirichlet_alpha,proximal_mu,strategy,server_lr,server_momentum,tau,eval_every,checkpoint_every,epochs,log_every,momentum,lr,weight_decay,grok_threshold,t_grok,t_50,final_acc,final_train_acc,final_ipr,grokked,censored,steps_run,wall_s,checkpoint_client_weights,feddyn_alpha,persist_local_opt_state,schema
fede_c7db3f09b42c,federated,S2,fl_probe,probe,D,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,123,10,5,2000,1.0,operand,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,85.0,inf,inf,12.638889253139496,95.16667127609253,nan,False,True,10000.0,362.0,False,0.01,False,
fede_d105dc12b0a2,federated,S2,fl_probe,probe,E,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,200,4000,5000,0.5,456,10,5,2000,1.0,label_block,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,0.1,90.0,inf,2400.0,58.959996700286865,66.05000495910645,nan,False,True,10000.0,373.2,False,0.01,False,
fede_e007f88c33f5,federated,S2,fl_probe,probe,D,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,456,50,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,85.0,inf,7500.0,77.01389193534851,98.68055582046509,nan,False,True,10000.0,882.2,,,,
fede_e201ed754ce1,federated,S2,grok_confirm_fl,probe,E,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,50,1000,5000,0.5,42,5,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,10,0,10000,100,0.0,0.001,0.1,90.0,3100.0,700.0,92.57999658584595,100.0,nan,True,False,10000.0,350.6,,,,
fede_e23b7beb3254,federated,S2,fl_probe,probe,E,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,200,4000,5000,0.5,42,50,5,2000,1.0,label_block,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,0.1,90.0,inf,4800.0,55.68000078201294,57.200002670288086,nan,False,True,10000.0,885.8,,,,
fede_e95b53526513,federated,S2,fl_probe,probe,C,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.5,456,50,5,2000,1.0,operand,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,85.0,inf,inf,0.8333333767950535,2.013888955116272,nan,False,True,10000.0,1139.3,,,,
fede_ed78fc3c5861,federated,S2,fl_probe,probe,D,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,42,50,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,85.0,inf,7400.0,79.37500476837158,99.16666746139526,nan,False,True,10000.0,877.3,,,,
fede_f03a00ce7a10,federated,S2,fl_probe,probe,D,s5,groknet,ce,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.5,42,50,5,2000,1.0,operand,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,85.0,inf,inf,0.0,2.5138890370726585,nan,False,True,10000.0,880.0,,,,
fede_f2a03a1e2af7,federated,S2,fl_probe,probe,E,mnist,mlp,mse,5,s_nm1,addition,adamw,97,200,3,quadratic,9.0,200,4000,5000,0.5,42,10,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,0.1,90.0,9400.0,200.0,90.2999997138977,99.87500309944153,nan,True,False,10000.0,374.3,False,0.01,False,
fede_fce0d560cc96,federated,S2,fl_probe,probe,C,s5,transformer,ce,5,s_nm1,addition,adamw,97,128,3,quadratic,1.0,0,1000,5000,0.5,123,50,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,85.0,inf,inf,0.3750000149011612,1.4166667126119137,nan,False,True,10000.0,1136.8,,,,
