id,mode,tier,group,experiment,setup,dataset,model,loss,group_n,coset_subgroup,task,optimizer,p,hidden_width,n_layers,activation,init_scale,batch_size,n_train,n_test,alpha,seed,num_clients,local_epochs,num_rounds,fraction_train,partition,dirichlet_alpha,proximal_mu,strategy,server_lr,server_momentum,tau,eval_every,checkpoint_every,epochs,log_every,momentum,lr,weight_decay,grok_threshold,t_grok,t_50,final_acc,final_train_acc,final_ipr,grokked,censored,steps_run,wall_s,checkpoint_client_weights,feddyn_alpha,persist_local_opt_state,schema
cent_addition_0a5ca7948732,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.4,1011,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,1300,1000,99.99999403953552,100.0,nan,True,False,30000.0,516.4,,,,
cent_addition_0c2da94473da,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,42,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,12600,10600,100.0,100.0,0.34464436769485474,True,False,30000.0,27.4,,,,
cent_addition_0f4a3ee9e87d,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.15,789,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,inf,inf,0.46065966598689556,100.0,nan,False,True,30000.0,229.8,,,,
cent_addition_0f6262fcd0e1,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,42,,,,,,,,,,,,,,,,,50.0,0.0002,,inf,inf,1.041445229202509,1.0204081423580647,0.0,False,True,50000.0,46.6,,,,legacy-backfilled
cent_addition_157dfd588d39,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.4,1011,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,8900,7900,100.0,100.0,0.3921000361442566,True,False,30000.0,37.7,,,,
cent_addition_17980ac9f34d,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,456,,,,,,,,,,,,,,,,,0.001,0.1,,200,200,100.0,100.0,0.49881622195243835,True,False,50000.0,52.8,,,,legacy-backfilled
cent_addition_19515a07c09f,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,123,,,,,,,,,,,,,,,,,0.001,0.1,,200,200,100.0,100.0,0.4984297752380371,True,False,50000.0,52.5,,,,legacy-backfilled
cent_addition_19a56e2a7a4f,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.25,789,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,18700,9200,100.0,100.0,nan,True,False,30000.0,330.3,,,,
cent_addition_1a311e47ec56,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,789,,,,,,,,,,,,,,,,,50.0,2e-07,,7500,6700,100.0,100.0,0.4577338397502899,True,False,50000.0,50.0,,,,legacy-backfilled
cent_addition_1c6a49550177,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,456,,,,,,,,,,,,,,,,,0.001,0.01,,200,200,100.0,100.0,0.49475136399269104,True,False,50000.0,54.6,,,,legacy-backfilled
cent_addition_1eadf289404c,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,1011,,,,,,,,,,,,,,,,,50.0,0.0,,7700,6900,100.0,100.0,0.47249114513397217,True,False,50000.0,50.5,,,,legacy-backfilled
cent_addition_1fa9b931b7a6,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.5,42,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,1300,700,100.0,100.0,nan,True,False,30000.0,670.9,,,,
cent_addition_2075d7316eca,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,123,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,4400,3600,100.0,100.0,nan,True,False,30000.0,371.9,,,,
cent_addition_22d5548f9f52,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,1011,,,,,,,,,,,,,,,,,50.0,2e-06,,8400,7700,100.0,100.0,0.4137662649154663,True,False,50000.0,47.3,,,,legacy-backfilled
cent_addition_268bd4a6f29b,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.5,123,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,800,400,100.0,100.0,nan,True,False,30000.0,658.7,,,,
cent_addition_270f3aaf5867,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.15,1011,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,inf,inf,1.1516490951180458,100.0,nan,False,True,30000.0,215.6,,,,
cent_addition_2872a94567a3,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,789,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,24400,19400,100.0,100.0,0.22079646587371826,True,False,30000.0,25.1,,,,
cent_addition_2e87f218e1bf,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.15,456,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,inf,inf,0.479086022824049,100.0,nan,False,True,30000.0,237.7,,,,
cent_addition_2f38e299c806,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,789,,,,,,,,,,,,,,,,,50.0,0.0,,7500,6700,100.0,100.0,0.4618021845817566,True,False,50000.0,49.6,,,,legacy-backfilled
cent_addition_2fa479937e21,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,123,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,12600,10600,100.0,100.0,0.3505440354347229,True,False,30000.0,26.7,,,,
cent_addition_3033cdc8e4e4,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,123,,,,,,,,,,,,,,,,,50.0,0.0,,7600,6800,100.0,100.0,0.45126527547836304,True,False,50000.0,49.2,,,,legacy-backfilled
cent_addition_312c09936d90,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.15,42,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,inf,inf,0.8752533234655857,100.0,nan,False,True,30000.0,267.5,,,,
cent_addition_32765c2fed9e,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.15,456,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,inf,inf,0.5376344546675682,100.0,0.022349420934915543,False,True,30000.0,22.6,,,,
cent_addition_349cf86b105f,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,42,,,,,,,,,,,,,,,,,0.001,0.01,,200,200,100.0,100.0,0.4891294836997986,True,False,50000.0,53.9,,,,legacy-backfilled
cent_addition_3502d83f589b,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.4,42,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,1400,1100,99.99999403953552,100.0,nan,True,False,30000.0,526.7,,,,
cent_addition_365711c4de33,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,1011,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,13100,11200,100.0,100.0,0.33084213733673096,True,False,30000.0,27.3,,,,
cent_addition_3735f29ebea7,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,1011,,,,,,,,,,,,,,,,,50.0,2e-07,,7700,7000,100.0,100.0,0.4763534963130951,True,False,50000.0,50.1,,,,legacy-backfilled
cent_addition_39607d27852f,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.15,1011,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,inf,inf,0.600150041282177,100.0,0.02118654176592827,False,True,30000.0,17.6,,,,
cent_addition_397795d3aba9,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,42,,,,,,,,,,,,,,,,,50.0,2e-07,,7600,6900,100.0,100.0,0.4597246050834656,True,False,50000.0,50.2,,,,legacy-backfilled
cent_addition_3d323803ddb9,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.25,456,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,19700,11800,100.0,100.0,nan,True,False,30000.0,322.7,,,,
cent_addition_3ddc4053eb73,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.25,42,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,8200,7500,100.0,100.0,nan,True,False,30000.0,310.3,,,,
cent_addition_416343bed703,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,42,,,,,,,,,,,,,,,,,0.001,0.0,,200,200,100.0,100.0,0.4842679500579834,True,False,50000.0,48.1,,,,legacy-backfilled
cent_addition_41e78eb5c56f,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,42,,,,,,,,,,,,,,,,,50.0,2e-06,,8300,7500,100.0,100.0,0.4144926071166992,True,False,50000.0,50.1,,,,legacy-backfilled
cent_addition_4923ebcac7d6,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.15,789,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,inf,inf,0.612653186544776,100.0,0.021971851587295532,False,True,30000.0,17.3,,,,
cent_addition_55f67fcfc575,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.2,1011,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,20300,19700,99.96084570884705,100.0,nan,True,False,30000.0,280.3,,,,
cent_addition_56bd9852ab39,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,42,,,,,,,,,,,,,,,,,0.001,0.1,,200,200,100.0,100.0,0.4818727374076843,True,False,50000.0,54.4,,,,legacy-backfilled
cent_addition_57e5d72e0daf,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,123,,,,,,,,,,,,,,,,,0.001,1.0,,200,200,100.0,100.0,0.3942168951034546,True,False,50000.0,52.7,,,,legacy-backfilled
cent_addition_589918a93788,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,123,,,,,,,,,,,,,,,,,50.0,2e-05,,inf,inf,1.0201912373304367,1.041666604578495,0.0,False,True,50000.0,45.8,,,,legacy-backfilled
cent_addition_58fbc6a051cc,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,789,,,,,,,,,,,,,,,,,50.0,2e-06,,8200,7300,100.0,100.0,0.4093312621116638,True,False,50000.0,47.5,,,,legacy-backfilled
cent_addition_5a1a936e5bbb,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.4,456,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,8800,7800,100.0,100.0,0.3740992546081543,True,False,30000.0,34.8,,,,
cent_addition_5e3362fbcc50,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,456,,,,,,,,,,,,,,,,,0.001,0.0,,200,200,100.0,100.0,0.4929081201553345,True,False,50000.0,51.6,,,,legacy-backfilled
cent_addition_5f7a2db6a8c9,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,42,,,,,,,,,,,,,,,,,50.0,2e-05,,inf,inf,1.041445229202509,1.0204081423580647,0.0,False,True,50000.0,47.5,,,,legacy-backfilled
cent_addition_5fd84002b58e,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,42,,,,,,,,,,,,,,,,,0.001,1.0,,200,200,100.0,100.0,0.3998159170150757,True,False,50000.0,52.1,,,,legacy-backfilled
cent_addition_6120d72ee78a,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.5,456,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,900,400,100.0,100.0,nan,True,False,30000.0,654.5,,,,
cent_addition_629592124d4c,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.4,123,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,8900,7800,100.0,100.0,0.38961923122406006,True,False,30000.0,34.5,,,,
cent_addition_67404e4470e8,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,456,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,26900,21200,99.75910782814026,100.0,0.18501363694667816,True,False,30000.0,25.5,,,,
cent_addition_682a58600453,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,456,,,,,,,,,,,,,,,,,0.001,1.0,,200,200,100.0,100.0,0.3940773904323578,True,False,50000.0,53.2,,,,legacy-backfilled
cent_addition_6a81be1a0f38,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,1011,,,,,,,,,,,,,,,,,0.001,0.0,,200,200,100.0,100.0,0.4903842806816101,True,False,50000.0,51.9,,,,legacy-backfilled
cent_addition_6d40cc79b42d,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,123,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,25300,20400,99.97166395187378,100.0,0.21658924221992493,True,False,30000.0,25.2,,,,
cent_addition_75ee388e843f,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.15,123,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,inf,inf,1.0503039695322514,100.0,nan,False,True,30000.0,261.3,,,,
cent_addition_786467c4dd25,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,789,,,,,,,,,,,,,,,,,0.001,0.01,,200,200,100.0,100.0,0.4949483871459961,True,False,50000.0,54.6,,,,legacy-backfilled
cent_addition_83190c21a27c,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,789,,,,,,,,,,,,,,,,,50.0,2e-05,,inf,inf,1.381509006023407,0.6802720949053764,0.0,False,True,50000.0,48.8,,,,legacy-backfilled
cent_addition_857fcc011203,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.5,123,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,7600,6800,100.0,100.0,0.403878778219223,True,False,30000.0,37.0,,,,
cent_addition_862889784e63,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,42,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,6100,5700,100.0,100.0,nan,True,False,30000.0,251.7,,,,
cent_addition_871619b385b7,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,789,,,,,,,,,,,,,,,,,0.001,1.0,,200,200,100.0,100.0,0.3903008997440338,True,False,50000.0,53.1,,,,legacy-backfilled
cent_addition_8853330ebaee,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,123,,,,,,,,,,,,,,,,,50.0,0.0002,,inf,inf,1.0201912373304367,1.041666604578495,0.0,False,True,50000.0,45.4,,,,legacy-backfilled
cent_addition_88faf8d6cf9e,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,1011,,,,,,,,,,,,,,,,,50.0,0.0002,,inf,inf,1.1264611966907978,0.9353741072118282,0.0,False,True,50000.0,47.6,,,,legacy-backfilled
cent_addition_896393cf97e5,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.5,1011,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,600,400,100.0,100.0,nan,True,False,30000.0,494.6,,,,
cent_addition_8adabcc68feb,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,789,,,,,,,,,,,,,,,,,0.001,0.1,,200,200,100.0,100.0,0.4979214072227478,True,False,50000.0,53.6,,,,legacy-backfilled
cent_addition_8c98b19f15ef,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.15,42,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,inf,inf,0.45011253096163273,100.0,0.021948939189314842,False,True,30000.0,38.4,,,,
cent_addition_91334f632a19,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.4,789,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,8400,7300,100.0,100.0,0.3907199203968048,True,False,30000.0,31.9,,,,
cent_addition_91c5a5310557,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,1011,,,,,,,,,,,,,,,,,0.001,0.01,,200,200,100.0,100.0,0.49074026942253113,True,False,50000.0,54.5,,,,legacy-backfilled
cent_addition_97135e57a402,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,456,,,,,,,,,,,,,,,,,50.0,0.0,,7800,7000,100.0,100.0,0.4606199264526367,True,False,50000.0,49.4,,,,legacy-backfilled
cent_addition_9e12ae805aef,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.2,789,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,inf,inf,13.919341564178467,100.0,nan,False,True,30000.0,279.2,,,,
cent_addition_a44f59c91ca2,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.5,456,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,7800,7000,100.0,100.0,0.4103560447692871,True,False,30000.0,33.5,,,,
cent_addition_a4648e606e91,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,123,,,,,,,,,,,,,,,,,50.0,2e-06,,8300,7500,100.0,100.0,0.41358762979507446,True,False,50000.0,50.2,,,,legacy-backfilled
cent_addition_aa3f707e0d65,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,1011,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,25900,19800,99.90081191062927,100.0,0.200883686542511,True,False,30000.0,27.6,,,,
cent_addition_ac2dc7b14b31,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.4,42,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,8600,7600,100.0,100.0,0.3945732116699219,True,False,30000.0,31.1,,,,
cent_addition_ac6a3119c1f0,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,1011,,,,,,,,,,,,,,,,,50.0,2e-05,,inf,inf,1.1264611966907978,0.9353741072118282,0.0,False,True,50000.0,46.8,,,,legacy-backfilled
cent_addition_ad8d1eaad456,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,1011,,,,,,,,,,,,,,,,,0.001,0.1,,200,200,100.0,100.0,0.49475136399269104,True,False,50000.0,52.6,,,,legacy-backfilled
cent_addition_adc58472782a,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,456,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,19500,3400,100.0,100.0,nan,True,False,30000.0,385.9,,,,
cent_addition_b005c37b8604,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.2,42,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,inf,inf,0.9829968214035034,100.0,0.03089633584022522,False,True,30000.0,23.2,,,,
cent_addition_b747230258d9,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,42,,,,,,,,,,,,,,,,,50.0,0.0,,7600,6800,100.0,100.0,0.4643505811691284,True,False,50000.0,48.7,,,,legacy-backfilled
cent_addition_bdd6eb70abd7,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.2,456,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,inf,inf,0.77045694924891,100.0,0.030351608991622925,False,True,30000.0,20.5,,,,
cent_addition_c04872aae87f,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.2,1011,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,inf,inf,1.1424017138779163,100.0,0.03470298647880554,False,True,30000.0,23.0,,,,
cent_addition_c3005359230d,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,456,,,,,,,,,,,,,,,,,50.0,2e-07,,7800,7000,100.0,100.0,0.4564082622528076,True,False,50000.0,50.4,,,,legacy-backfilled
cent_addition_c4b6a6d47f50,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,123,,,,,,,,,,,,,,,,,0.001,0.01,,200,200,100.0,100.0,0.5079115629196167,True,False,50000.0,53.9,,,,legacy-backfilled
cent_addition_c8562d53dea4,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,789,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,13400,11200,100.0,100.0,0.33843687176704407,True,False,30000.0,27.6,,,,
cent_addition_c937cf620567,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,456,,,,,,,,,,,,,,,,,50.0,2e-06,,8600,7800,100.0,100.0,0.41081708669662476,True,False,50000.0,46.6,,,,legacy-backfilled
cent_addition_caa29415edcd,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,123,,,,,,,,,,,,,,,,,50.0,2e-07,,7700,6900,100.0,100.0,0.4441067576408386,True,False,50000.0,50.4,,,,legacy-backfilled
cent_addition_cb31cb257cd1,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,42,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,23200,19000,100.0,100.0,0.2385174036026001,True,False,30000.0,22.0,,,,
cent_addition_cd09a6b5e127,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.2,123,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,inf,inf,1.2885228730738163,100.0,0.036062855273485184,False,True,30000.0,21.5,,,,
cent_addition_cf37b4dc8eb7,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,gd,97,256,,,,,,,0.5,456,,,,,,,,,,,,,,,,,50.0,0.0002,,inf,inf,0.9989372454583645,1.0629251599311829,0.0,False,True,50000.0,43.9,,,,legacy-backfilled
cent_addition_d406f446101c,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.5,42,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,7600,6800,100.0,100.0,0.4140791893005371,True,False,30000.0,36.1,,,,
cent_addition_d6ecec4761f3,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.2,789,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,inf,inf,0.6907545030117035,100.0,0.03157304227352142,False,True,30000.0,21.5,,,,
cent_addition_d86b0365abcd,centralized,T0,wd_grid,wd,,modular,groknet,mse,,,addition,adamw,97,256,,,,,,,0.5,789,,,,,,,,,,,,,,,,,0.001,0.0,,200,200,100.0,100.0,0.489623099565506,True,False,50000.0,51.5,,,,legacy-backfilled
cent_addition_d9a1e67235a5,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.4,123,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,1200,900,99.99999403953552,100.0,nan,True,False,30000.0,529.8,,,,
cent_addition_e0befeffea12,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.4,789,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,1600,1200,99.99999403953552,100.0,nan,True,False,30000.0,524.7,,,,
cent_addition_e2a7a6c9a20c,centralized,S1,central_anchor,anchor,B,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,1011,,,,,,,,,,,,,0,30000,100,0.0,0.001,1.0,95.0,20400,2600,100.0,100.0,nan,True,False,30000.0,400.6,,,,
cent_addition_e38e227cb91d,centralized,S1,central_anchor,anchor,A,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.15,123,,,,,,,,,,,,,0,30000,100,0.0,50.0,0.0,95.0,inf,inf,0.4751188214868307,100.0,0.022676415741443634,False,True,30000.0,31.3,,,,
